,yokai,question,correct,gpt4o-mini,meta-llama-3.3-70b-instruct,gpt4o,llama-3.1-70b-japanese-instruct-2407,llama-3.1-swallow-70b-instruct-v0.1,llama-3-elyza-jp-8b,qwen2.5-32b-instruct,calm3-chat,qwen2.5-7b-instruct,llama-3.1-swallow-8b-instruct-v0.3,eurollm-9b-instruct,qwen2-7b-instruction,qwen2.5-14b-instruct,qwen2.5-3b-instruct,llama-3.1-swallow-8b-instruct-v0.1,gemma-2-27b-it,llama-3.1-swallow-8b-instruct-v0.2,meta-llama-3.1-8b-instruct,meta-llama-3-8b-instruct,tanuki-8x8b-dpo-v1.0,mistral-nemo-instruct-2407,gemma-2-9b-it,swallow-13b-instruct-v0.1,llm-jp-3-13b-insturct,llama-3.2-3b-instruct,gemma-2-2b-it,swallow-7b-instruct-v0.1,llm-jp-3-1.8b-instruct,llm-jp-3-3.7b-instruct,mistral-7b-instruct-v0.2,tanuki-8b-dpo-v1.0,eurollm-1.7b-instruct,llama-3-swallow-70b-instruct-v0.1,llama-3-swallow-8b-instruct-v0.1
69,アリエ,"日本の妖怪アリエは、どの時代にその話題が見られたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 江戸時代後期
- 明治時代前期
- 大正時代
- 昭和時代",明治時代前期,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,,
70,いが坊,"日本の妖怪「いが坊」はどのような特徴を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い耳が特徴的である
- 数多くの突起物が生えた顎の顔を持つ
- 頭に角が生えている
- 全身が青色である",数多くの突起物が生えた顎の顔を持つ,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,,False,False,,,
71,生霊,"生霊が他者に憑く理由として、怨み以外にどのような理由があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 親しい者に逢いに行くため
- 金銭のため
- 食物を求めるため
- 名声を得るため",親しい者に逢いに行くため,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,,,True,True,True,True,,,
72,伊草の袈裟坊,"伊草の袈裟坊は、何を中元として河童たちに献上されたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の髪
- 人間の足
- 人間の腸
- 人間の心臓",人間の腸,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,,False,,,
73,イクチ,"日本の妖怪イクチについて、一度船を越えるのにどのくらいの時間がかかるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 数分
- 1、2刻
- 1時間
- 3、4刻",1、2刻,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,,True,True,False,True,,,,,
74,池袋の女,"池袋の女にまつわる怪異が起こるとされる原因として、どのような行為が関係していると考えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 雇った女性が他の男性と関係を持つこと
- 雇った女性が料理を失敗すること
- 雇った女性が家を掃除しないこと
- 雇った女性が夜遅くまで帰らないこと",雇った女性が他の男性と関係を持つこと,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,,True,False,False,True,False,,,,,
75,いげぼ,"日本の妖怪「いげぼ」において、その出現が特に多いとされる場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の中
- 河原
- 墓地
- 住宅街",墓地,False,False,True,False,True,False,False,True,False,,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,,True,,,,
76,囲碁の精,"囲碁の精に関する伝説において、囲碁の腕前が向上するきっかけとなったとされる老人の名前は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 知玄
- 知白
- 碁老人
- 清水昨庵",碁老人,False,False,False,False,True,True,True,False,True,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,,
77,石川悪四郎,"日本の妖怪石川悪四郎が五太夫に残したとされる用途不明の道具は、どのくらいの長さとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 1尺
- 3尺
- 5尺
- 7尺",3尺,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,,False,False,,
78,イジコ,"妖怪イジコが現れる場所として、特に関係があるとされている自然の要素は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水
- 山
- 木
- 石",木,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
79,石投げんじょ,"日本の妖怪「石投げんじょ」が出現するとされる特定の時期はいつとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 1月
- 5月
- 10月
- 12月",5月,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,,
80,イシネカプ,"日本の妖怪イシネカプについて、彼らが人間の姿に化けるとされる動物の一例として、何が挙げられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- タヌキ
- サル
- ワタリガラス
- イノシシ",ワタリガラス,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
81,イジャロコロガシ,"日本の妖怪イジャロコロガシは、夜遅くにどのような器物が床を転がってくるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 桶
- ざる
- 皿
- 茶碗",ざる,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,,False,,,
82,異獣,"日本の異獣である「異獣」が山中で人間と遭遇した際、何を欲しがったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 果物
- 焼飯
- 酒
- 肉",焼飯,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,
83,磯女,"日本の妖怪である磯女が、特定の時期に海岸で見られるとされることが多いのはどの時期でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 春分の日
- 夏至
- 盆時期や大晦日
- 冬至",盆時期や大晦日,True,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,,False,,True,False,False,,
84,磯餓鬼,"磯餓鬼に取り憑かれた人が空腹感を和らげるために行うとされる行動は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 食べ物を口に入れる
- 水を飲む
- 周囲に撒く
- 走り回る",食べ物を口に入れる,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,,True,False,True,False,False,True,True,True,,,
85,いそがし,"日本の妖怪いそがしが描かれている絵巻の一つ、松井文庫所蔵の『百鬼夜行絵巻』は何年に制作されたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 1732年
- 1832年
- 1932年
- 1632年",1832年,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
86,磯天狗,"磯天狗は特定の種類の妖怪ではないとされていることが多いですが、何の妖怪に分類されることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天狗
- 河童
- 座敷童子
- 鬼",河童,False,False,False,False,False,False,True,False,True,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
87,磯撫で,"日本の妖怪「磯撫で」は近くの海を通りかかる船にどのように接近するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水を蹴散らして泳ぐ
- 海面を撫でるように近づく
- 急に現れる
- 潜水して近づく",海面を撫でるように近づく,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,True,True,False,,,
88,磯姫,"日本の妖怪「磯姫」に関する伝承で、彼女の姿を目にした者はどうなるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 一目見ただけで死んでしまう
- 声をかけると襲われる
- 髪の毛が絡まって血を吸われる
- 近づくと消えてしまう",一目見ただけで死んでしまう,True,True,True,False,True,True,True,True,False,True,True,False,,True,True,True,True,False,True,,True,True,True,True,False,False,True,False,True,False,True,False,,
89,板鬼,"日本の妖怪である「板鬼」が現れた際、どのような行動をとったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 若侍の方に飛び込んだ
- 格子の隙間に入り込んだ
- 侍たちを助けた
- 若侍たちに話しかけた",格子の隙間に入り込んだ,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,,False,,,True,True,True,True,False,False,False,True,False,,
90,鼬の怪,"日本の妖怪である「鼬の怪」は、鳴き声が何の前触れとされることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 火災
- 大雨
- 雪
- 地震",火災,False,True,False,False,True,True,False,True,False,True,False,False,,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,,
